event_id,team,module,priority,build_time_min,deploy_time_min,commit_size_loc,num_bugs,test_coverage_pct,ticket_resolution_h,deploy_status
2251,Gamma,auth,critica,0.5,2.6,34,0,67.6,12.41,success
2252,Gamma,ui,alta,4.44,5.46,83,0,44.0,5.56,success
2253,Alpha,api,baja,6.15,3.4,16,0,41.0,8.11,success
2254,Gamma,api,baja,2.51,0.41,124,0,53.1,7.12,success
2255,Beta,infra,media,2.92,1.65,26,0,59.6,4.54,success
2256,Gamma,ui,media,9.87,8.19,70,0,68.7,4.72,success
2257,Delta,api,alta,2.51,2.4,49,0,68.9,13.35,success
2258,Gamma,infra,media,10.94,8.7,313,0,85.5,5.99,success
2259,Alpha,auth,baja,0.82,0.3,78,0,65.1,6.28,success
2260,Delta,infra,baja,15.49,10.78,384,0,76.7,11.2,success
2261,Alpha,ui,alta,3.37,7.01,110,0,55.4,4.72,success
2262,Delta,ui,baja,4.32,4.92,241,0,,5.22,success
2263,Alpha,infra,alta,1.16,3.18,55,0,71.6,3.6,success
2264,Gamma,ui,baja,5.47,5.79,91,0,46.4,11.16,success
2265,Alpha,api,media,3.88,2.55,200,0,62.3,5.2,success
2266,Alpha,api,media,2.91,7.33,151,0,87.5,7.18,success
2267,Gamma,ui,baja,7.21,6.72,108,0,83.9,,success
2268,Gamma,ui,media,3.24,3.89,50,0,61.9,8.78,success
2269,Alpha,auth,media,1.36,4.03,58,0,53.5,5.65,success
2270,Delta,db,baja,6.57,7.79,186,0,80.2,5.95,success
2271,Beta,ui,media,13.93,6.74,224,0,64.7,4.47,success
2272,Beta,api,alta,7.02,5.85,39,1,88.0,11.08,success
2273,Beta,auth,alta,2.7,8.71,34,0,69.3,4.19,success
2274,Beta,api,media,5.35,8.85,30,0,54.6,7.01,success
2275,Alpha,auth,alta,6.55,5.16,141,0,69.3,9.85,success
2276,Beta,auth,baja,0.5,3.62,29,0,66.8,7.62,success
2277,Alpha,api,baja,1.07,1.33,139,0,82.3,8.73,success
2278,Alpha,auth,media,2.9,4.12,109,0,,5.13,success
2279,Beta,api,media,0.5,0.65,41,0,82.4,5.64,success
2280,Gamma,ui,alta,11.12,6.98,272,0,75.3,9.99,success
2281,Delta,api,baja,0.8,0.5,18,0,85.9,9.93,success
2282,Beta,infra,media,12.19,13.02,297,0,23.8,5.89,success
2283,Beta,infra,media,5.99,3.89,89,0,80.6,6.45,success
2284,Delta,ui,baja,4.48,7.04,10,0,72.1,6.99,success
2285,Gamma,infra,media,7.09,4.67,279,0,62.2,8.26,success
2286,Delta,infra,media,8.43,5.19,160,0,77.3,5.03,success
2287,Delta,api,baja,0.5,2.77,45,0,71.7,9.45,success
2288,Delta,db,media,5.09,1.31,28,0,73.3,12.85,success
2289,Delta,auth,baja,6.34,6.97,16,0,86.3,7.94,success
2290,Beta,ui,critica,21.75,14.21,586,1,58.9,3.9,success
2291,Beta,api,baja,2.34,1.53,29,0,75.0,7.27,success
2292,Beta,auth,baja,4.33,2.18,21,0,96.1,13.5,success
2293,Alpha,api,baja,0.55,6.76,85,0,79.1,7.64,success
2294,Gamma,infra,baja,0.5,1.71,15,0,69.2,5.55,success
2295,Gamma,api,baja,4.49,4.0,28,0,86.5,7.16,success
2296,Delta,auth,media,11.02,10.29,163,0,77.1,11.31,success
2297,Alpha,auth,baja,1.82,0.49,101,0,89.2,6.23,success
2298,Beta,api,baja,3.46,6.41,47,0,75.7,12.62,success
2299,Alpha,db,baja,5.18,4.52,68,0,57.9,6.98,success
2300,Delta,db,media,1.41,0.3,45,0,75.5,17.46,success
2301,Beta,api,baja,2.87,1.9,63,0,88.2,6.41,success
2302,Alpha,auth,media,4.62,1.53,34,0,78.3,4.63,success
2303,Gamma,auth,media,3.58,3.85,40,0,73.8,3.23,success
2304,Delta,api,alta,3.5,1.62,38,0,72.3,5.25,success
2305,Delta,db,baja,0.5,0.3,35,0,76.0,6.93,success
2306,Alpha,db,alta,7.05,6.46,171,0,87.4,11.35,success
2307,Beta,api,media,4.8,4.49,133,0,68.5,9.3,success
2308,Alpha,ui,baja,1.97,5.7,29,0,61.4,12.35,success
2309,Beta,api,media,1.07,5.05,23,0,93.7,9.94,success
2310,Gamma,ui,alta,3.64,3.84,58,0,77.2,5.35,success
2311,Beta,ui,baja,13.32,10.74,464,0,93.5,34.23,success
2312,Alpha,ui,media,2.81,0.3,26,0,51.9,6.03,success
2313,Gamma,ui,media,2.45,4.71,58,0,65.5,7.52,success
2314,Alpha,infra,baja,1.73,3.56,72,0,77.5,15.49,success
2315,Alpha,api,critica,0.5,4.19,60,0,64.8,7.64,success
2316,Alpha,auth,baja,5.79,4.21,44,0,68.3,7.94,success
2317,Alpha,auth,baja,9.62,6.53,189,0,100.0,9.31,success
2318,Beta,ui,baja,2.59,2.33,100,0,83.3,6.21,success
2319,Delta,ui,media,8.44,10.15,143,0,84.0,5.49,success
2320,Delta,ui,alta,2.15,3.5,113,0,78.7,6.61,success
2321,Alpha,db,alta,5.67,1.16,149,0,78.5,3.46,success
2322,Alpha,api,critica,8.96,8.49,278,0,79.3,3.07,success
2323,Beta,ui,media,7.8,5.02,221,0,57.5,3.53,success
2324,Gamma,db,media,20.48,16.5,540,0,95.1,6.35,success
2325,Gamma,api,media,6.55,6.78,199,0,91.6,6.73,success
2326,Delta,api,baja,2.04,5.83,37,0,82.8,11.35,success
2327,Beta,auth,critica,8.52,9.21,143,0,81.7,2.81,success
2328,Alpha,api,media,5.94,7.41,126,0,55.5,5.51,success
2329,Alpha,db,media,11.74,11.38,376,0,74.2,8.9,success
2330,Alpha,infra,media,3.47,5.62,28,0,73.1,9.68,success
2331,Alpha,ui,alta,7.89,4.5,110,0,82.1,8.56,success
2332,Delta,api,baja,6.41,2.49,36,0,49.9,5.93,success
2333,Beta,ui,alta,1.21,0.3,106,0,84.8,2.77,success
2334,Delta,db,alta,0.5,3.63,55,0,79.9,5.77,success
2335,Gamma,api,alta,8.62,1.11,103,0,65.3,5.36,success
2336,Gamma,db,baja,1.56,2.4,19,0,90.6,8.06,success
2337,Beta,auth,baja,0.5,1.14,136,0,69.2,8.58,success
2338,Delta,auth,media,2.1,5.82,80,0,78.1,7.93,success
2339,Alpha,auth,alta,3.13,3.08,76,0,93.8,7.06,success
2340,Alpha,auth,critica,12.76,8.23,386,0,57.1,3.76,failed
2341,Beta,infra,media,5.7,8.21,47,0,92.3,5.9,failed
2342,Beta,api,baja,1.94,2.43,91,0,82.0,6.43,success
2343,Gamma,api,baja,7.49,5.36,73,0,82.3,10.23,success
2344,Gamma,api,media,5.41,3.52,80,0,95.0,4.34,success
2345,Gamma,api,baja,12.25,9.56,493,0,90.8,14.97,success
2346,Beta,api,media,3.17,2.57,71,0,96.9,6.33,success
2347,Beta,auth,alta,4.68,3.49,40,0,58.6,5.4,success
2348,Delta,ui,media,12.89,12.86,359,0,77.8,5.85,success
2349,Alpha,auth,media,4.52,4.33,51,0,94.6,9.17,success
2350,Gamma,db,baja,0.5,0.68,16,0,64.2,7.77,success
2351,Gamma,auth,baja,4.98,2.0,34,0,69.4,6.54,success
2352,Delta,db,media,1.4,2.84,22,0,96.0,8.96,success
2353,Gamma,db,media,11.38,6.93,13,0,62.6,5.0,success
2354,Beta,auth,baja,0.5,0.88,48,0,85.3,10.47,success
2355,Beta,auth,baja,11.98,6.56,63,0,,5.08,success
2356,Beta,infra,baja,4.94,4.96,193,0,76.1,12.4,success
2357,Beta,api,media,9.35,3.85,118,0,67.1,4.92,success
2358,Alpha,ui,media,7.55,7.06,113,0,70.2,4.16,success
2359,Gamma,auth,media,0.5,0.43,30,0,77.8,5.7,success
2360,Alpha,api,media,8.0,8.09,148,0,57.8,5.41,success
2361,Gamma,ui,baja,7.24,7.06,233,0,75.3,8.6,success
2362,Delta,infra,media,5.72,5.19,95,0,75.4,4.1,success
2363,Delta,api,baja,5.41,6.86,98,0,70.7,8.51,success
2364,Alpha,db,critica,1.72,6.42,21,0,43.8,3.88,success
2365,Delta,ui,baja,5.79,8.15,172,0,92.1,7.75,success
2366,Alpha,auth,media,12.82,5.91,331,0,66.6,4.33,success
2367,Beta,api,baja,1.96,1.16,89,0,78.5,7.58,success
2368,Alpha,auth,alta,0.91,0.84,39,0,83.1,,success
2369,Alpha,api,baja,6.23,6.83,58,0,90.5,4.94,success
2370,Alpha,ui,critica,4.5,2.89,46,0,81.4,6.45,success
2371,Alpha,api,baja,0.5,0.4,48,0,71.9,5.87,success
2372,Delta,auth,alta,2.4,1.1,119,0,76.7,6.42,success
2373,Alpha,ui,media,0.5,2.55,86,0,37.4,4.69,success
2374,Beta,ui,baja,9.68,8.89,165,0,90.4,7.51,success
2375,Gamma,ui,baja,7.22,2.8,93,0,89.0,17.6,success
2376,Delta,ui,media,0.5,0.51,31,0,73.5,9.99,success
2377,Delta,auth,alta,5.31,0.3,42,0,93.0,12.12,success
2378,Alpha,ui,alta,8.38,0.55,40,0,78.5,9.36,success
2379,Delta,api,baja,0.5,3.01,56,0,97.7,7.43,success
2380,Gamma,api,media,9.88,8.22,335,0,78.5,9.17,success
2381,Alpha,auth,baja,9.54,7.66,387,0,97.9,7.12,success
2382,Beta,ui,baja,9.11,10.93,142,1,71.1,10.89,success
2383,Delta,ui,media,3.92,0.3,74,0,61.9,6.98,success
2384,Beta,api,baja,1.41,0.3,20,0,87.5,,success
2385,Alpha,infra,baja,5.02,1.7,81,0,48.8,7.04,success
2386,Delta,db,alta,1.23,0.3,33,0,75.4,9.79,success
2387,Delta,auth,alta,9.4,5.61,289,0,97.4,8.8,success
2388,Delta,ui,alta,3.35,4.97,16,0,,4.97,success
2389,Delta,api,baja,2.89,3.98,94,0,84.3,14.19,success
2390,Delta,infra,critica,1.42,4.92,30,0,66.2,5.96,success
2391,Beta,auth,media,3.51,4.53,66,0,45.6,8.46,success
2392,Alpha,api,media,5.87,4.01,121,0,92.3,5.4,success
2393,Gamma,api,baja,9.13,5.66,167,0,78.7,10.25,success
2394,Alpha,api,alta,5.41,5.84,63,0,59.4,5.12,success
2395,Beta,ui,media,1.46,0.3,132,0,97.5,4.48,success
2396,Gamma,api,alta,8.08,0.3,37,0,85.5,6.89,success
2397,Delta,auth,media,4.68,5.28,83,0,68.4,6.4,success
2398,Beta,ui,alta,5.93,5.64,164,0,72.5,5.32,success
2399,Beta,infra,media,1.99,6.62,90,0,63.5,8.1,success
2400,Gamma,db,critica,10.25,9.39,41,0,40.3,2.03,success
2401,Alpha,api,baja,9.72,8.1,52,0,60.2,6.26,success
2402,Gamma,api,baja,13.57,8.86,166,0,50.9,8.57,success
2403,Gamma,auth,alta,3.18,1.38,25,0,32.5,3.45,success
2404,Gamma,infra,media,4.08,3.25,29,0,49.1,4.78,success
2405,Beta,db,media,9.92,9.84,115,0,74.8,9.04,success
2406,Delta,ui,alta,2.59,4.21,45,0,43.5,3.2,success
2407,Beta,infra,media,4.16,6.33,18,0,31.7,,success
2408,Gamma,auth,alta,9.55,7.5,225,0,52.6,7.28,success
2409,Beta,ui,baja,8.51,4.36,25,0,46.0,9.75,success
2410,Alpha,auth,alta,7.43,8.86,56,0,67.1,3.34,success
2411,Gamma,auth,baja,2.65,5.77,38,0,82.4,11.36,success
2412,Alpha,api,media,7.51,6.47,51,0,78.9,6.89,success
2413,Delta,api,alta,2.89,4.62,30,0,73.4,12.22,success
2414,Gamma,infra,baja,3.88,5.08,127,0,71.3,9.46,success
2415,Beta,api,baja,3.36,2.35,74,0,96.6,7.39,success
2416,Beta,db,baja,7.3,5.23,162,0,79.6,5.1,success
2417,Gamma,db,media,0.5,0.3,39,0,79.0,7.5,success
2418,Beta,ui,media,14.1,9.3,455,0,64.1,9.54,success
2419,Beta,infra,baja,0.5,4.38,12,0,68.6,10.18,success
2420,Beta,api,alta,0.5,3.9,16,0,83.2,3.53,success
2421,Beta,api,baja,12.39,10.33,323,0,77.7,14.03,success
2422,Delta,auth,media,8.35,8.91,102,0,69.3,5.12,success
2423,Alpha,api,media,7.11,4.85,91,0,62.0,9.89,success
2424,Delta,infra,baja,6.3,2.35,98,0,65.4,5.83,success
2425,Beta,api,baja,0.77,1.57,112,0,78.0,5.82,success
2426,Gamma,api,critica,1.57,2.25,87,0,75.1,2.9,success
2427,Alpha,auth,media,2.32,4.58,28,0,86.7,4.73,success
2428,Beta,api,baja,9.06,8.21,139,0,96.5,5.26,success
2429,Delta,db,alta,3.87,6.35,121,0,74.0,3.5,success
2430,Beta,api,media,5.57,0.3,241,1,46.6,7.34,success
2431,Alpha,db,baja,15.56,8.84,326,0,54.0,4.76,success
2432,Gamma,ui,media,2.11,2.54,90,0,54.9,14.44,success
2433,Alpha,db,media,0.5,3.0,22,0,79.4,7.24,success
2434,Beta,api,baja,12.55,14.27,329,0,72.7,7.5,success
2435,Beta,ui,alta,2.66,0.65,27,0,85.8,6.3,success
2436,Gamma,auth,baja,2.93,1.48,90,0,78.3,6.55,success
2437,Gamma,api,baja,3.59,2.6,53,0,51.3,7.34,success
2438,Gamma,db,baja,0.5,0.3,45,0,75.2,6.73,success
2439,Delta,ui,alta,4.37,1.9,133,0,85.6,6.94,success
2440,Alpha,auth,alta,4.4,4.25,83,0,,8.43,success
2441,Beta,infra,critica,0.5,4.26,106,0,42.2,3.02,success
2442,Alpha,auth,baja,5.45,5.07,32,0,49.1,5.57,success
2443,Alpha,ui,alta,0.5,0.3,57,0,60.4,4.25,success
2444,Alpha,infra,media,0.54,1.33,33,0,58.1,4.88,success
2445,Gamma,ui,baja,7.21,3.23,56,0,76.0,9.1,success
2446,Delta,db,baja,5.6,7.32,60,0,83.8,7.54,success
2447,Delta,ui,alta,12.81,12.86,351,0,56.7,3.62,success
2448,Gamma,db,baja,0.5,0.3,53,0,56.5,4.74,success
2449,Delta,ui,media,0.5,2.37,10,0,38.4,8.52,success
2450,Alpha,ui,media,8.46,4.63,234,1,50.5,8.83,success
2451,Delta,auth,baja,4.55,4.39,100,0,79.9,6.68,success
2452,Delta,db,critica,7.37,5.71,59,0,68.6,5.66,success
2453,Alpha,auth,alta,8.55,3.28,45,0,82.9,6.63,success
2454,Beta,infra,media,4.68,7.33,28,0,82.7,9.11,success
2455,Delta,auth,media,11.77,8.18,382,0,58.9,10.31,success
2456,Beta,auth,media,7.74,4.97,70,0,60.8,4.71,success
2457,Delta,infra,alta,0.56,2.13,14,0,76.7,7.63,success
2458,Delta,auth,baja,0.5,0.3,90,0,78.3,10.83,success
2459,Beta,api,media,4.16,3.54,197,0,60.4,9.45,success
2460,Alpha,db,baja,0.5,0.3,77,0,70.6,8.01,success
2461,Beta,auth,media,1.75,0.3,30,0,97.6,10.53,success
2462,Alpha,auth,media,2.34,0.48,27,0,54.6,16.05,success
2463,Beta,api,baja,0.5,0.47,29,0,93.5,7.42,success
2464,Gamma,auth,critica,6.85,1.22,262,0,84.4,3.0,failed
2465,Beta,auth,baja,0.5,0.56,63,0,72.5,8.17,success
2466,Alpha,auth,baja,2.12,1.44,15,0,71.8,6.55,success
2467,Beta,api,media,2.26,2.7,94,1,96.7,9.12,success
2468,Gamma,api,media,7.84,7.74,76,0,86.3,13.29,success
2469,Alpha,auth,baja,3.79,8.05,45,0,75.9,6.81,success
2470,Alpha,ui,media,7.0,6.77,27,0,93.4,5.53,success
2471,Delta,ui,alta,1.34,0.3,26,0,71.5,4.25,success
2472,Alpha,auth,baja,12.9,10.91,177,0,55.8,8.56,success
2473,Beta,api,critica,4.5,7.7,83,0,68.8,6.38,success
2474,Alpha,infra,baja,3.71,0.93,103,0,79.2,12.47,success
2475,Alpha,ui,media,10.77,5.3,83,0,76.8,4.35,success
2476,Beta,api,baja,0.5,0.3,90,0,95.6,12.31,success
2477,Gamma,api,alta,1.37,0.91,44,0,85.4,3.71,success
2478,Alpha,auth,alta,0.5,2.73,55,0,94.8,3.42,success
2479,Alpha,db,baja,2.9,6.95,190,0,87.2,,success
2480,Alpha,infra,baja,3.75,5.98,238,0,82.4,5.65,success
2481,Gamma,infra,baja,4.84,5.37,22,0,35.6,8.57,success
2482,Delta,auth,baja,0.5,1.91,55,0,70.6,6.29,success
2483,Alpha,api,critica,5.6,5.84,142,0,60.3,7.36,success
2484,Beta,auth,media,15.57,11.97,363,0,,7.89,success
2485,Beta,api,media,13.35,12.77,332,0,71.0,8.23,success
2486,Beta,api,critica,4.23,3.99,33,0,76.8,5.3,success
2487,Alpha,ui,alta,11.47,9.04,210,0,82.9,6.07,success
2488,Alpha,auth,alta,8.3,5.46,70,0,61.7,4.05,success
2489,Gamma,infra,baja,2.71,3.41,171,0,81.4,6.36,failed
2490,Beta,auth,baja,7.53,5.38,136,0,71.0,6.43,success
2491,Beta,auth,baja,1.81,0.3,21,0,80.6,10.05,success
2492,Beta,infra,baja,4.83,6.58,109,0,63.3,8.54,success
2493,Delta,db,media,2.18,6.53,165,0,51.4,5.22,success
2494,Gamma,api,baja,2.07,2.65,65,0,62.3,7.6,success
2495,Beta,ui,media,2.32,3.72,53,0,51.6,10.94,success
2496,Alpha,auth,media,6.21,7.38,16,0,58.1,3.04,success
2497,Delta,auth,baja,2.04,2.37,123,0,84.8,7.29,success
2498,Delta,api,baja,0.5,2.27,80,0,87.0,7.69,success
2499,Alpha,api,media,2.85,2.67,29,0,64.3,5.09,success
2500,Delta,ui,media,0.5,0.43,50,0,89.1,,success
2501,Gamma,auth,alta,3.82,5.1,77,0,73.7,4.06,success
2502,Alpha,ui,alta,4.92,5.73,40,0,64.7,3.77,success
2503,Delta,db,baja,3.69,6.02,67,0,66.9,7.76,success
2504,Alpha,auth,baja,1.3,2.27,14,0,82.1,5.98,success
2505,Alpha,auth,baja,8.34,3.5,225,0,91.9,7.61,success
2506,Alpha,api,baja,6.25,8.02,68,0,80.4,13.47,success
2507,Beta,db,media,0.5,0.3,25,0,43.8,4.37,success
2508,Gamma,ui,critica,4.78,2.49,7,0,80.2,7.75,success
2509,Beta,db,baja,4.03,2.59,168,0,43.3,7.08,success
2510,Alpha,api,baja,6.87,1.26,110,0,43.5,4.54,success
2511,Alpha,auth,alta,0.5,1.26,81,0,36.9,8.32,success
2512,Delta,ui,media,8.06,7.88,145,0,84.2,9.13,success
2513,Delta,auth,baja,6.03,4.03,145,0,82.0,5.55,success
2514,Delta,db,baja,4.67,7.65,79,0,32.5,8.6,success
2515,Alpha,auth,critica,6.09,8.34,53,0,88.2,4.0,success
2516,Delta,api,baja,0.79,4.2,46,0,78.9,8.01,success
2517,Gamma,ui,media,4.82,0.3,97,0,43.3,4.92,success
2518,Gamma,api,alta,10.09,11.14,234,0,90.5,3.58,success
2519,Alpha,ui,baja,3.05,2.74,61,0,62.7,5.4,success
2520,Delta,api,alta,11.82,12.79,252,0,85.6,9.51,success
2521,Beta,infra,baja,5.78,3.46,93,0,85.1,5.57,success
2522,Alpha,db,baja,3.31,3.14,94,0,73.6,8.55,success
2523,Alpha,infra,baja,22.72,15.36,581,0,69.6,5.61,success
2524,Beta,ui,critica,12.54,6.69,295,0,50.2,14.38,success
2525,Alpha,ui,baja,8.86,2.76,302,0,96.1,5.57,success
2526,Beta,ui,baja,0.5,0.3,33,0,60.7,5.54,success
2527,Beta,api,critica,15.74,18.33,480,1,56.4,10.98,success
2528,Delta,api,baja,5.27,0.49,62,0,80.2,6.82,success
2529,Alpha,ui,alta,0.5,0.3,54,0,74.4,3.17,success
2530,Gamma,auth,media,0.5,3.23,10,1,77.7,10.04,success
2531,Delta,auth,media,2.85,0.3,89,0,72.4,4.58,success
2532,Delta,infra,alta,0.5,0.3,25,0,,16.81,success
2533,Delta,auth,alta,1.65,0.3,96,0,80.4,2.69,success
2534,Alpha,ui,baja,3.05,4.06,23,0,71.0,9.28,success
2535,Delta,ui,critica,10.54,5.15,336,1,36.2,11.18,success
2536,Delta,auth,critica,4.0,5.51,110,0,81.5,6.75,success
2537,Beta,infra,alta,13.43,9.37,519,0,29.5,3.95,success
2538,Beta,auth,media,2.17,3.02,27,0,48.4,9.76,success
2539,Gamma,infra,media,4.76,3.22,269,0,72.1,6.62,success
2540,Beta,db,media,6.77,4.87,13,0,80.9,7.92,success
2541,Beta,auth,baja,9.63,5.04,80,0,71.5,9.89,success
2542,Delta,auth,media,1.65,0.49,38,0,71.3,4.3,success
2543,Delta,api,media,0.5,0.3,45,0,76.9,7.71,success
2544,Beta,api,media,5.82,8.78,42,1,85.5,12.43,success
2545,Delta,auth,baja,4.74,3.35,29,1,59.4,12.89,success
2546,Beta,infra,media,8.25,0.79,21,0,87.6,4.83,success
2547,Delta,auth,media,10.11,8.21,45,0,68.0,5.92,success
2548,Gamma,db,media,0.5,0.3,74,0,85.4,13.11,success
2549,Beta,auth,critica,11.18,8.1,190,0,55.9,5.55,success
2550,Alpha,infra,alta,4.03,3.24,87,0,87.3,5.41,success
2551,Gamma,auth,baja,9.67,11.03,191,0,26.9,5.55,success
2552,Beta,api,baja,4.87,3.46,18,0,80.8,10.88,success
2553,Alpha,ui,media,5.27,6.7,45,1,54.2,11.67,success
2554,Alpha,auth,media,8.39,8.31,126,0,73.1,5.3,success
2555,Delta,db,alta,2.96,0.3,91,0,88.1,4.08,success
2556,Alpha,api,baja,0.5,2.27,31,0,95.0,5.36,success
2557,Delta,ui,baja,10.4,5.84,155,0,74.0,9.02,success
2558,Delta,ui,media,0.5,0.3,41,0,88.2,3.55,success
2559,Alpha,ui,alta,7.85,3.2,33,0,80.3,7.05,success
2560,Gamma,auth,critica,2.39,4.99,103,0,76.5,1.8,success
2561,Gamma,auth,alta,2.67,9.71,67,0,94.0,4.84,success
2562,Beta,auth,media,2.69,1.1,42,0,76.5,9.82,success
2563,Gamma,api,alta,0.5,2.34,40,0,76.1,2.53,success
2564,Beta,auth,baja,0.5,2.58,25,0,75.6,12.12,failed
2565,Beta,infra,media,6.15,3.87,47,0,,4.94,success
2566,Beta,ui,critica,2.21,6.35,179,0,96.1,4.09,success
2567,Delta,ui,media,12.45,14.46,83,0,53.8,4.95,success
2568,Gamma,api,critica,6.41,3.85,158,0,76.9,3.34,success
2569,Beta,api,baja,2.09,7.09,106,0,71.2,5.69,success
2570,Delta,ui,baja,4.47,2.82,38,0,89.0,10.59,success
2571,Delta,api,media,0.5,0.3,15,0,79.1,8.28,success
2572,Delta,api,critica,1.82,2.24,29,0,86.1,2.56,success
2573,Gamma,api,baja,2.36,5.09,36,0,54.8,8.6,success
2574,Beta,ui,alta,0.5,1.54,34,0,85.1,5.83,success
2575,Delta,infra,baja,4.83,6.24,161,0,71.1,6.6,success
2576,Beta,auth,alta,11.38,8.89,160,0,54.5,6.7,success
2577,Beta,api,media,17.19,15.2,488,0,76.0,5.81,success
2578,Beta,auth,baja,4.22,5.36,34,0,89.5,10.04,success
2579,Delta,api,alta,7.95,10.1,281,0,85.9,3.64,success
2580,Gamma,db,alta,5.7,2.78,279,0,63.2,7.53,success
2581,Beta,auth,media,2.9,2.73,54,0,81.2,3.54,success
2582,Beta,ui,baja,0.5,1.8,102,0,66.1,7.71,success
2583,Beta,api,baja,4.83,2.26,204,0,76.6,7.38,failed
2584,Gamma,auth,critica,0.5,0.3,63,0,47.9,2.81,success
2585,Beta,infra,media,0.5,2.76,59,0,34.3,7.69,failed
2586,Gamma,api,alta,5.43,6.42,38,0,71.3,7.1,success
2587,Beta,db,media,1.85,2.89,8,0,86.7,4.92,success
2588,Beta,api,alta,2.27,5.51,71,0,43.9,4.49,success
2589,Delta,infra,baja,5.17,1.84,35,0,71.6,8.3,success
2590,Beta,api,media,0.5,0.82,25,0,80.1,3.7,success
2591,Alpha,api,media,1.44,0.3,98,0,72.7,5.0,success
2592,Beta,db,baja,5.89,5.38,18,0,92.8,6.32,success
2593,Gamma,api,baja,14.19,11.23,138,0,57.9,6.74,success
2594,Alpha,api,media,6.87,8.98,103,0,89.2,8.59,success
2595,Beta,infra,alta,4.82,1.45,47,0,60.0,7.45,success
2596,Alpha,ui,media,2.37,3.85,63,0,79.8,4.49,success
2597,Gamma,ui,baja,0.72,5.52,23,0,80.6,7.59,success
2598,Gamma,ui,critica,6.73,3.03,131,0,64.2,5.16,success
2599,Delta,db,baja,8.71,3.64,79,0,20.5,8.71,success
2600,Beta,infra,baja,5.8,1.29,84,0,82.9,5.3,success
2601,Delta,ui,critica,8.18,7.97,105,0,60.3,1.51,success
2602,Alpha,api,alta,0.72,0.3,37,0,66.1,13.17,success
2603,Delta,auth,critica,4.46,5.37,17,0,,2.93,success
2604,Gamma,ui,alta,4.37,3.58,158,0,91.3,5.1,success
2605,Delta,db,media,6.16,9.7,124,0,76.3,7.03,success
2606,Delta,api,baja,5.17,6.57,41,0,80.1,7.11,success
2607,Gamma,auth,baja,3.01,1.3,96,1,74.5,12.88,success
2608,Beta,api,critica,5.16,3.84,207,0,57.7,5.1,success
2609,Gamma,ui,alta,8.86,8.79,186,0,70.2,3.72,success
2610,Delta,db,media,2.77,0.49,40,0,69.1,4.65,success
2611,Delta,auth,media,2.94,6.22,17,1,87.4,8.73,success
2612,Delta,ui,baja,4.68,3.68,20,0,83.4,8.49,success
2613,Alpha,db,baja,6.91,7.67,50,0,87.3,9.25,success
2614,Gamma,infra,alta,11.81,8.1,249,0,91.9,3.57,success
2615,Alpha,auth,baja,4.44,2.85,35,0,84.0,5.81,success
2616,Gamma,infra,media,1.4,0.62,39,0,48.1,7.67,success
2617,Delta,ui,critica,2.04,7.05,38,0,70.8,6.81,success
2618,Alpha,db,media,4.42,3.41,41,0,,9.1,success
2619,Gamma,auth,media,2.7,10.82,66,0,53.7,4.79,success
2620,Delta,ui,baja,4.05,4.31,21,0,77.4,8.57,success
2621,Delta,ui,baja,4.73,2.21,177,0,55.9,13.45,success
2622,Beta,api,baja,9.56,3.27,59,0,96.0,6.34,success
2623,Alpha,api,baja,21.14,17.27,621,0,41.9,9.49,success
2624,Delta,ui,baja,3.09,2.87,23,0,44.0,7.71,success
2625,Delta,ui,baja,8.85,8.87,279,0,54.0,16.51,success
2626,Gamma,auth,baja,15.74,16.75,233,0,90.9,4.55,success
2627,Delta,api,baja,0.5,3.47,46,0,62.8,8.08,success
2628,Alpha,auth,critica,1.58,3.29,47,0,75.5,8.97,success
2629,Gamma,infra,baja,5.88,8.09,29,0,73.8,5.58,success
2630,Alpha,infra,media,3.5,5.61,29,1,69.1,12.4,success
2631,Delta,api,alta,2.19,0.3,67,0,49.5,4.32,success
2632,Gamma,auth,baja,2.11,6.1,68,0,40.4,4.79,success
2633,Delta,auth,media,1.56,2.32,16,0,85.4,5.16,success
2634,Gamma,api,alta,18.11,16.22,525,0,91.2,3.58,success
2635,Alpha,infra,media,7.64,7.35,53,0,78.7,9.56,success
2636,Alpha,ui,baja,5.71,7.9,71,0,59.7,16.64,success
2637,Beta,auth,alta,6.21,4.66,38,0,18.7,4.4,success
2638,Gamma,auth,media,2.03,0.3,52,0,82.4,5.17,success
2639,Alpha,auth,media,4.79,5.78,48,0,65.0,3.43,success
2640,Delta,db,baja,0.5,4.24,67,0,47.4,10.35,success
2641,Alpha,ui,baja,4.46,2.78,66,0,94.9,12.85,success
2642,Beta,ui,alta,6.49,4.89,138,0,58.4,6.84,success
2643,Alpha,api,baja,9.21,1.49,82,0,91.9,6.3,success
2644,Beta,infra,baja,10.45,7.38,126,0,74.1,8.22,success
2645,Beta,api,media,3.2,0.3,66,0,94.6,9.0,success
2646,Alpha,db,critica,2.33,4.19,82,0,68.9,,success
2647,Gamma,infra,baja,0.83,2.84,54,0,70.1,9.25,success
2648,Delta,api,baja,5.99,5.13,164,0,74.0,6.6,success
2649,Delta,infra,media,8.78,10.07,89,0,76.3,3.97,success
2650,Beta,api,media,4.98,5.09,58,0,62.7,8.8,success
2651,Delta,ui,media,5.32,5.18,56,0,77.7,6.64,success
2652,Delta,auth,alta,6.36,6.12,60,0,56.7,6.14,success
